State,Crop,Season,Year,Area,Production,Yield,Average yield
Assam,Black pepper,Whole Year,2011,3647,5198,43.14,28.08
Assam,Black pepper,Whole Year,2012,3531,5541,45.44,28.08
Assam,Black pepper,Whole Year,2013,3520,6083,46.49,28.08
Assam,Black pepper,Whole Year,2014,3528,5898,46.66,28.08
Assam,Black pepper,Whole Year,2015,3302,6025,48.22,28.08
Assam,Black pepper,Whole Year,2016,3376,7069,53.89,28.08
Assam,Black pepper,Whole Year,2017,3458,7622,57.04,28.08
Assam,Black pepper,Whole Year,2018,3388,7476,57.53,28.08
Assam,Black pepper,Whole Year,2019,3410,7664,61.82,28.08
Assam,Castor seed,Kharif,1997,796,22,1.43,4.56
Assam,Castor seed,Kharif,1998,1728,708,8.64,15.96
Assam,Castor seed,Kharif,1999,1726,704,8.89,15.96
Assam,Castor seed,Kharif,2000,1662,681,8.77,15.96
Assam,Castor seed,Kharif,2001,1636,671,9.02,15.96
Assam,Castor seed,Kharif,2002,1577,651,8.99,15.96
Assam,Castor seed,Kharif,2003,1493,619,8.7,15.96
Assam,Castor seed,Kharif,2004,1349,572,8.98,15.96
Assam,Castor seed,Kharif,2005,1364,577,10.55,19
Assam,Castor seed,Kharif,2006,1303,552,11.59,19
Assam,Castor seed,Kharif,2007,1193,509,11.17,19
Assam,Castor seed,Kharif,2008,1225,517,10.39,18.24
Assam,Castor seed,Kharif,2009,1157,492,10.26,18.24
Assam,Castor seed,Kharif,2010,978,419,10.7,19
Assam,Castor seed,Kharif,2011,1024,538,12.38,18.24
Assam,Castor seed,Kharif,2012,902,492,13.59,19
Assam,Castor seed,Kharif,2013,877,447,14.35,17.48
Assam,Castor seed,Kharif,2014,941,556,15.36,18.24
Assam,Castor seed,Kharif,2015,881,407,15.38,19.76
Assam,Castor seed,Kharif,2016,744,346,14.36,17.48
Assam,Castor seed,Kharif,2017,758,357,15.6,19.76
Assam,Castor seed,Kharif,2018,724,336,15.5,19
Assam,Castor seed,Kharif,2019,748,345,13.91,16.72
Assam,Coconut,Whole Year,1997,19656,189410.4478,179.82,205694.52
Assam,Coconut,Whole Year,1998,20166,223680.597,207.57,205694.52
Assam,Coconut,Whole Year,1999,20238,223973.1343,194.72,205694.52
Assam,Coconut,Whole Year,2000,20913,202850.7463,198.15,205694.52
Assam,Coconut,Whole Year,2001,21067,244174.6269,264.35,205694.52
Assam,Coconut,Whole Year,2002,20919,239219.403,238.91,205694.52
Assam,Coconut,Whole Year,2003,21309,230274.6269,232.15,205694.52
Assam,Coconut,Whole Year,2005,19057,305876.1194,291.34,205694.52
Assam,Coconut,Whole Year,2006,18595,202574.6269,251.2,241467.48
Assam,Coconut,Whole Year,2007,18812,219520.8955,290.24,241467.48
Assam,Coconut,Whole Year,2008,19135,268897.0149,311,241467.48
Assam,Coconut,Whole Year,2009,20368,277555.2239,340.36,241467.48
Assam,Coconut,Whole Year,2010,19426,236664.1791,289.57,241467.48
Assam,Coconut,Whole Year,2011,20710,262108.9552,294.13,241467.48
Assam,Coconut,Whole Year,2012,20233,203940.2985,251.7,241467.48
Assam,Coconut,Whole Year,2013,21141,219116.4179,260.95,241467.48
Assam,Coconut,Whole Year,2014,20340,208235.8209,273.42,241467.48
Assam,Coconut,Whole Year,2015,20602,230829.8507,310.66,241467.48
Assam,Coconut,Whole Year,2016,20041,241280.597,352.03,241467.48
Assam,Coconut,Whole Year,2017,19917,266198.5074,368.99,241467.48
Assam,Coconut,Whole Year,2018,20752,239143.2836,349.18,241467.48
Assam,Coconut,Whole Year,2019,20800,221834.3284,362.12,286183.68
Assam,Cotton(lint),Kharif,1997,1739,158.8,1.86,47.52
Assam,Cotton(lint),Kharif,1998,1651,150.2,1.85,47.52
Assam,Cotton(lint),Kharif,1999,1636,149.2,1.9,47.52
Assam,Cotton(lint),Kharif,2000,1673,152,1.97,49.68
Assam,Cotton(lint),Kharif,2001,1882,172,2.05,49.68
Assam,Cotton(lint),Kharif,2002,1556,143.2,1.96,49.68
Assam,Cotton(lint),Kharif,2003,1438,132.8,2.03,49.68
Assam,Cotton(lint),Kharif,2004,1389,132.6,2.22,49.68
Assam,Cotton(lint),Kharif,2005,1351,126.4,2.1,51.84
Assam,Cotton(lint),Kharif,2006,1374,129.6,2.73,56.16
Assam,Cotton(lint),Kharif,2007,1359,127,2.06,49.68
Assam,Cotton(lint),Kharif,2008,1340,126.2,2.85,54
Assam,Cotton(lint),Kharif,2009,1646,156.4,2.5,51.84
Assam,Cotton(lint),Kharif,2010,1398,130,2.53,51.84
Assam,Cotton(lint),Kharif,2011,1230,116.2,2.74,49.68
Assam,Cotton(lint),Kharif,2012,1802,172.6,2.35,51.84
Assam,Cotton(lint),Kharif,2013,1140,107.4,2.28,51.84
Assam,Cotton(lint),Kharif,2014,912,85.6,2.67,54
Assam,Cotton(lint),Kharif,2015,921,87.8,2.6,51.84
Assam,Cotton(lint),Kharif,2016,882,85.4,2.5,47.52
Assam,Cotton(lint),Kharif,2017,771,75.6,2.18,38.88
Assam,Cotton(lint),Kharif,2018,843,86.2,2.65,45.36
Assam,Cotton(lint),Kharif,2019,789,83.4,2.43,38.88
Assam,Dry chillies,Whole Year,1997,13587,9073,14.16,34.76
Assam,Dry chillies,Whole Year,1998,14724,9690,14.65,36.34
Assam,Dry chillies,Whole Year,1999,14418,9516,14.65,36.34
Assam,Dry chillies,Whole Year,2000,14688,9681,14.67,36.34
Assam,Dry chillies,Whole Year,2001,14732,9647,14.67,36.34
Assam,Dry chillies,Whole Year,2002,14885,9784,14.67,36.34
Assam,Dry chillies,Whole Year,2003,14808,9688,14.58,36.34
Assam,Dry chillies,Whole Year,2004,14283,9155,14.51,36.34
Assam,Dry chillies,Whole Year,2005,14688,9494,17.21,42.66
Assam,Dry chillies,Whole Year,2006,15453,9975,17.11,42.66
Assam,Dry chillies,Whole Year,2007,16101,10134,16.89,42.66
Assam,Dry chillies,Whole Year,2008,17010,10862,17,42.66
Assam,Dry chillies,Whole Year,2009,17111,11727,17.81,42.66
Assam,Dry chillies,Whole Year,2010,18808,12237,17.19,42.66
Assam,Dry chillies,Whole Year,2011,19526,12871,17.68,42.66
Assam,Dry chillies,Whole Year,2012,18974,14765,20.16,42.66
Assam,Dry chillies,Whole Year,2013,18915,16476,20.88,42.66
Assam,Dry chillies,Whole Year,2014,19605,17287,21.39,42.66
Assam,Dry chillies,Whole Year,2015,19929,17736,21.46,42.66
Assam,Dry chillies,Whole Year,2016,20546,18207,21.69,42.66
Assam,Dry chillies,Whole Year,2017,20242,18994,23,42.66
Assam,Dry chillies,Whole Year,2018,19847,18984,23.68,42.66
Assam,Dry chillies,Whole Year,2019,19835,19413,24.81,42.66
Assam,Ginger,Whole Year,2007,15624,107076,187.38,184.68
Assam,Ginger,Whole Year,2008,15210,103915,187.45,184.68
Assam,Ginger,Whole Year,2009,15690,107893,187.42,184.68
Assam,Ginger,Whole Year,2010,16386,112548,187.4,184.68
Assam,Ginger,Whole Year,2011,16338,121369,202.86,184.68
Assam,Ginger,Whole Year,2012,16718,132305,213.38,184.68
Assam,Ginger,Whole Year,2013,15683,122307,213.39,184.68
Assam,Ginger,Whole Year,2014,16525,142093,220.34,184.68
Assam,Ginger,Whole Year,2015,16306,141441,220.68,184.68
Assam,Ginger,Whole Year,2016,17632,156662,225.99,184.68
Assam,Ginger,Whole Year,2017,18105,161604,226.52,184.68
Assam,Ginger,Whole Year,2018,17865,166272,247.65,184.68
Assam,Ginger,Whole Year,2019,17786,167803,253.67,184.68
Assam,Gram,Rabi,1997,2979,1507,10.22,19.58
Assam,Gram,Rabi,1998,3002,1503,10.12,19.58
Assam,Gram,Rabi,1999,2336,1196,10.35,19.58
Assam,Gram,Rabi,2000,2661,1329,9.71,18.69
Assam,Gram,Rabi,2001,2463,1295,9.79,18.69
Assam,Gram,Rabi,2002,2388,1205,11.86,20.47
Assam,Gram,Rabi,2003,2419,1256,11.93,20.47
Assam,Gram,Rabi,2004,2141,1084,10.82,20.47
Assam,Gram,Rabi,2005,2019,1036,11.98,22.25
Assam,Gram,Rabi,2006,1895,971,13.14,24.03
Assam,Gram,Rabi,2007,1871,945,12.34,23.14
Assam,Gram,Rabi,2008,1719,887,13.75,24.03
Assam,Gram,Rabi,2009,1725,887,13.66,24.03
Assam,Gram,Rabi,2010,1802,915,13.23,24.03
Assam,Gram,Rabi,2011,1823,955,13.32,22.25
Assam,Gram,Rabi,2012,1742,966,15.94,24.03
Assam,Gram,Rabi,2013,2053,1432,15.52,22.25
Assam,Gram,Rabi,2014,2094,1956,19.68,22.25
Assam,Gram,Rabi,2015,2193,1544,16.89,23.14
Assam,Gram,Rabi,2016,2429,1582,15.14,22.25
Assam,Gram,Rabi,2017,2273,1562,16.05,23.14
Assam,Gram,Rabi,2018,2244,1575,16.1,22.25
Assam,Gram,Rabi,2019,2176,1523,16.19,22.25
Assam,Jute,Kharif,1997,94520,180819,45.61,224.94
Assam,Jute,Kharif,1998,78702,137434.6,41.61,224.94
Assam,Jute,Kharif,1999,73545,131507.4,41.99,224.94
Assam,Jute,Kharif,2000,69513,133687.8,45.06,224.94
Assam,Jute,Kharif,2001,68178,134920.6,44.5,224.94
Assam,Jute,Kharif,2002,67915,138123.8,45.79,224.94
Assam,Jute,Kharif,2003,64027,133053.6,47.2,224.94
Assam,Jute,Kharif,2004,57981,82081.8,33.11,224.94
Assam,Jute,Kharif,2005,56757,115771.6,55.53,264.06
Assam,Jute,Kharif,2006,57663,111712.8,50.52,264.06
Assam,Jute,Kharif,2007,59842,131364.2,56.06,264.06
Assam,Jute,Kharif,2008,60111,129491,56.05,264.06
Assam,Jute,Kharif,2009,65270,142658.8,57.32,264.06
Assam,Jute,Kharif,2010,62267,125115,55.13,264.06
Assam,Jute,Kharif,2011,65560,121604.6,49.28,264.06
Assam,Jute,Kharif,2012,65092,111598,45.18,264.06
Assam,Jute,Kharif,2013,69822,143452.2,53.95,264.06
Assam,Jute,Kharif,2014,70403,153509.6,56.52,264.06
Assam,Jute,Kharif,2015,72128,173161,63.32,264.06
Assam,Jute,Kharif,2016,75140,160541,55.79,264.06
Assam,Jute,Kharif,2017,69926,168230,61.1,264.06
Assam,Jute,Kharif,2018,65789,152314.2,60.07,264.06
Assam,Jute,Kharif,2019,64247,158302.4,63,264.06
Assam,Linseed,Rabi,1997,10098,5158,10.15,12.1
Assam,Linseed,Rabi,1998,10222,5212,10.58,12.1
Assam,Linseed,Rabi,1999,10248,5323,11.06,12.1
Assam,Linseed,Rabi,2000,10206,5278,10.61,11.55
Assam,Linseed,Rabi,2001,9972,5114,10.61,11.55
Assam,Linseed,Rabi,2002,9717,5071,11.19,12.1
Assam,Linseed,Rabi,2003,9604,5021,11.53,12.1
Assam,Linseed,Rabi,2004,9262,4842,11.43,12.1
Assam,Linseed,Rabi,2005,8172,4131,12.82,14.3
Assam,Linseed,Rabi,2006,8169,4142,11.63,13.2
Assam,Linseed,Rabi,2007,7632,3886,12.69,13.75
Assam,Linseed,Rabi,2008,7384,3795,11.31,13.2
Assam,Linseed,Rabi,2009,7003,3578,11.56,13.2
Assam,Linseed,Rabi,2010,7125,3815,12.53,13.2
Assam,Linseed,Rabi,2011,7037,3981,12.33,12.65
Assam,Linseed,Rabi,2012,6466,3827,14.1,13.75
Assam,Linseed,Rabi,2013,5986,3854,14.51,12.65
Assam,Linseed,Rabi,2014,5619,3948,15.59,12.65
Assam,Linseed,Rabi,2015,5272,3338,14.38,13.2
Assam,Linseed,Rabi,2016,4970,3023,12.66,11.55
Assam,Linseed,Rabi,2017,5004,3065,12.78,12.65
Assam,Linseed,Rabi,2018,4763,2898,13.75,12.65
Assam,Linseed,Rabi,2019,4885,3039,13.54,12.65
Assam,Maize,Kharif,1997,19216,14721,14.16,61.64
Assam,Maize,Kharif,1998,19810,13965,14,61.64
Assam,Maize,Kharif,1999,19708,14056,14.12,61.64
Assam,Maize,Kharif,2000,20241,14616,13.93,61.64
Assam,Maize,Kharif,2001,19600,13940,14,61.64
Assam,Maize,Kharif,2002,19812,14194,13.94,61.64
Assam,Maize,Kharif,2003,19569,14051,13.97,61.64
Assam,Maize,Kharif,2005,18969,13745,17.17,72.36
Assam,Maize,Kharif,2006,18657,13557,15.62,67
Assam,Maize,Kharif,2007,18362,13317,16.46,72.36
Assam,Maize,Kharif,2008,17382,12619,16.07,72.36
Assam,Maize,Kharif,2009,19481,13981,16.67,72.36
Assam,Maize,Kharif,2010,19772,14110,16.47,72.36
Assam,Maize,Kharif,2011,21297,17075,18.72,72.36
Assam,Maize,Kharif,2012,23695,21258,20.83,72.36
Assam,Maize,Kharif,2013,24068,76998,95.32,72.36
Assam,Maize,Kharif,2014,27953,93179,80.18,72.36
Assam,Maize,Kharif,2015,28420,87175,67.86,72.36
Assam,Maize,Kharif,2016,31333,91219,68.74,72.36
Assam,Maize,Kharif,2017,31537,98783,80.71,72.36
Assam,Maize,Kharif,2018,32264,105003,77.45,72.36
Assam,Maize,Kharif,2019,36636,128036,85.2,72.36
Assam,Masoor,Rabi,2001,21308,11217,10.75,15.75
Assam,Masoor,Rabi,2002,19730,10694,11.02,15.75
Assam,Masoor,Rabi,2003,21736,11721,10.71,15.75
Assam,Masoor,Rabi,2004,20386,11041,10.61,15.75
Assam,Masoor,Rabi,2005,18583,9877,12.78,18.75
Assam,Masoor,Rabi,2006,20137,10602,12.96,18.75
Assam,Masoor,Rabi,2007,22469,10592,11.59,18
Assam,Masoor,Rabi,2008,21726,11084,13.09,18.75
Assam,Masoor,Rabi,2009,23227,11661,13.45,20.25
Assam,Masoor,Rabi,2010,23895,11820,12.88,19.5
Assam,Masoor,Rabi,2011,22544,11798,13.15,18.75
Assam,Masoor,Rabi,2012,28923,16731,14.37,18.75
Assam,Masoor,Rabi,2013,29993,22364,17.37,18.75
Assam,Masoor,Rabi,2014,29051,22524,20.56,20.25
Assam,Masoor,Rabi,2015,27180,19645,17.16,18.75
Assam,Masoor,Rabi,2016,23783,15657,17.37,19.5
Assam,Masoor,Rabi,2017,28185,21018,18.33,19.5
Assam,Masoor,Rabi,2018,26731,19573,18.75,19.5
Assam,Masoor,Rabi,2019,24122,18434,19.78,20.25
Assam,Mesta,Kharif,1997,5915,5800.6,17.36,103.17
Assam,Mesta,Kharif,1998,5260,5124.6,19.65,108.6
Assam,Mesta,Kharif,1999,5177,5103,19.4,114.03
Assam,Mesta,Kharif,2000,5049,4911.4,17.68,103.17
Assam,Mesta,Kharif,2001,4969,4896.8,18.42,108.6
Assam,Mesta,Kharif,2002,5133,5085.8,19.54,114.03
Assam,Mesta,Kharif,2003,5420,5173.4,18.55,114.03
Assam,Mesta,Kharif,2004,5095,5090.8,19.59,114.03
Assam,Mesta,Kharif,2005,4914,4935.6,21.37,124.89
Assam,Mesta,Kharif,2006,4860,4933.6,23.48,135.75
Assam,Mesta,Kharif,2007,5253,5379.4,22.87,130.32
Assam,Mesta,Kharif,2008,5285,5361.4,21.44,124.89
Assam,Mesta,Kharif,2009,5000,5087.4,21.63,124.89
Assam,Mesta,Kharif,2010,4970,5190,22.59,124.89
Assam,Mesta,Kharif,2011,4877,5543.6,29.37,135.75
Assam,Mesta,Kharif,2012,4479,5019.2,27.13,141.18
Assam,Mesta,Kharif,2013,4444,5858.6,31.64,146.61
Assam,Mesta,Kharif,2014,4599,5143.2,27.72,141.18
Assam,Mesta,Kharif,2015,4304,5652,32.36,141.18
Assam,Mesta,Kharif,2016,3544,4268.8,30.7,141.18
Assam,Mesta,Kharif,2017,3418,4033.4,29.63,141.18
Assam,Mesta,Kharif,2018,3287,3944.4,29.7,141.18
Assam,Mesta,Kharif,2019,3221,4002,30.88,135.75
Assam,Moong(Green Gram),Rabi,2001,8206,3740,10.16,11.5
Assam,Moong(Green Gram),Rabi,2002,7161,3286,10.36,11.5
Assam,Moong(Green Gram),Rabi,2003,7595,3513,10.21,11.5
Assam,Moong(Green Gram),Rabi,2004,7293,3429,10.34,11.5
Assam,Moong(Green Gram),Rabi,2005,7512,3428,11.88,13.5
Assam,Moong(Green Gram),Rabi,2006,7374,3395,11.99,13.5
Assam,Moong(Green Gram),Rabi,2007,7719,3550,11.87,13.5
Assam,Moong(Green Gram),Rabi,2008,5634,2586,11.87,13.5
Assam,Moong(Green Gram),Rabi,2009,7519,3439,12.06,13.5
Assam,Moong(Green Gram),Rabi,2010,9022,4243,12.2,13.5
Assam,Moong(Green Gram),Rabi,2011,11512,6347,14.15,13.5
Assam,Moong(Green Gram),Rabi,2012,10052,5953,15.26,13.5
Assam,Moong(Green Gram),Rabi,2013,12184,7807,16.79,13.5
Assam,Moong(Green Gram),Rabi,2014,11285,7757,17.3,13.5
Assam,Moong(Green Gram),Rabi,2015,10798,7310,17.52,13.5
Assam,Moong(Green Gram),Rabi,2016,10724,7435,17.6,13.5
Assam,Moong(Green Gram),Rabi,2017,11410,8046,17.78,13.5
Assam,Moong(Green Gram),Rabi,2018,11113,7703,17.81,13.5
Assam,Moong(Green Gram),Rabi,2019,10837,8163,19.04,13.5
Assam,Niger seed,Kharif,1998,8753,4478,9.36,6.84
Assam,Niger seed,Kharif,1999,8904,4582,10.43,7.22
Assam,Niger seed,Kharif,2000,9044,4653,11.92,7.22
Assam,Niger seed,Kharif,2001,8914,4567,9.59,6.84
Assam,Niger seed,Kharif,2002,9904,5060,9.36,6.84
Assam,Niger seed,Kharif,2003,9747,5001,9.69,6.84
Assam,Niger seed,Kharif,2004,8730,4487,9.59,6.84
Assam,Niger seed,Kharif,2005,7374,3787,11.65,8.36
Assam,Niger seed,Kharif,2006,10029,5147,13.25,9.5
Assam,Niger seed,Kharif,2007,8627,4420,12.32,8.74
Assam,Niger seed,Kharif,2008,7493,3821,11.72,8.74
Assam,Niger seed,Kharif,2009,7645,3925,11.73,8.74
Assam,Niger seed,Kharif,2010,7811,4020,13.2,9.5
Assam,Niger seed,Kharif,2011,8423,4372,13.89,8.74
Assam,Niger seed,Kharif,2012,7669,4059,13.16,8.74
Assam,Niger seed,Kharif,2013,7273,4493,13.51,8.74
Assam,Niger seed,Kharif,2014,7152,4427,12.99,8.36
Assam,Niger seed,Kharif,2015,6534,3949,12.12,8.36
Assam,Niger seed,Kharif,2016,5975,3315,12.84,8.74
Assam,Niger seed,Kharif,2017,5968,3368,11.46,7.98
Assam,Niger seed,Kharif,2018,5674,3129,11.85,8.36
Assam,Niger seed,Kharif,2019,5715,3195,13.09,9.12
Assam,Niger seed,Whole Year,1997,9914,5076,8.2,6.46
Assam,Onion,Whole Year,1997,7832,17943,53.88,304.75
Assam,Onion,Whole Year,1998,8083,18341,53.82,304.75
Assam,Onion,Whole Year,1999,7365,17167,53.41,304.75
Assam,Onion,Whole Year,2000,7359,17156,53.62,304.75
Assam,Onion,Whole Year,2001,7476,17453,54.07,304.75
Assam,Onion,Whole Year,2002,7500,17467,53.77,304.75
Assam,Onion,Whole Year,2003,7332,17142,53.86,304.75
Assam,Onion,Whole Year,2004,7122,16786,55.13,304.75
Assam,Onion,Whole Year,2005,7726,18291,64.07,357.75
Assam,Onion,Whole Year,2006,6870,16775,64.37,357.75
Assam,Onion,Whole Year,2007,6697,16323,64,357.75
Assam,Onion,Whole Year,2008,6963,16816,64.3,357.75
Assam,Onion,Whole Year,2009,6785,15801,64.13,357.75
Assam,Onion,Whole Year,2010,6906,15408,62.33,357.75
Assam,Onion,Whole Year,2011,7372,22595,81.8,357.75
Assam,Onion,Whole Year,2012,7099,25893,88.15,357.75
Assam,Onion,Whole Year,2013,7436,28812,90.36,357.75
Assam,Onion,Whole Year,2014,8283,32421,91.32,357.75
Assam,Onion,Whole Year,2015,8503,80339,186.74,357.75
Assam,Onion,Whole Year,2016,8266,81282,192.81,357.75
Assam,Onion,Whole Year,2017,8338,80374,197.02,357.75
Assam,Onion,Whole Year,2018,8211,84835,201.29,357.75
Assam,Onion,Whole Year,2019,8155,88892,216.61,357.75
Assam,Other Rabi pulses,Rabi,1997,108297,58272,11.98,17.25
Assam,Other Rabi pulses,Rabi,1998,116141,62330,11.69,17.25
Assam,Other Rabi pulses,Rabi,1999,106576,58390,12.24,17.25
Assam,Other Rabi pulses,Rabi,2000,101474,55752,12,17.25
Assam,Other Rabi pulses,Rabi,2001,108818,59768,12.17,17.25
Assam,Other Rabi pulses,Rabi,2002,101665,53967,11.78,17.25
Assam,Other Rabi pulses,Rabi,2004,78945,45468,7.85,10.5
Assam,Other Rabi pulses,Rabi,2005,91945,49684,14.41,20.25
Assam,Other Rabi pulses,Rabi,2006,14486,7916,13.21,19.5
Assam,Other Rabi pulses,Rabi,2007,14304,7744,13.22,19.5
Assam,Other Rabi pulses,Rabi,2016,17620,13057,18.65,20.25
Assam,Other Rabi pulses,Rabi,2017,14801,11766,18.61,20.25
Assam,Other Rabi pulses,Rabi,2018,14865,12264,17.93,20.25
Assam,Other Rabi pulses,Rabi,2019,15006,12467,18.77,20.25
Assam,Peas & beans (Pulses),Rabi,2001,24375,14305,13.51,32.89
Assam,Peas & beans (Pulses),Rabi,2002,23077,13684,13.46,32.89
Assam,Peas & beans (Pulses),Rabi,2003,25133,14866,13.49,32.89
Assam,Peas & beans (Pulses),Rabi,2004,22238,13339,13.72,32.89
Assam,Peas & beans (Pulses),Rabi,2005,17875,11309,16.7,38.61
Assam,Peas & beans (Pulses),Rabi,2006,19143,11716,16.65,38.61
Assam,Peas & beans (Pulses),Rabi,2007,22514,13800,16.87,38.61
Assam,Peas & beans (Pulses),Rabi,2008,20943,12964,17.06,38.61
Assam,Peas & beans (Pulses),Rabi,2009,22013,13412,16.84,38.61
Assam,Peas & beans (Pulses),Rabi,2010,22401,13365,16.33,38.61
Assam,Peas & beans (Pulses),Rabi,2011,21151,13602,17.44,38.61
Assam,Peas & beans (Pulses),Rabi,2012,30952,19821,17.68,38.61
Assam,Peas & beans (Pulses),Rabi,2013,31246,26509,22.12,38.61
Assam,Peas & beans (Pulses),Rabi,2014,29952,27676,24.81,38.61
Assam,Peas & beans (Pulses),Rabi,2015,28334,25441,24.37,38.61
Assam,Peas & beans (Pulses),Rabi,2016,28680,26008,24.43,38.61
Assam,Peas & beans (Pulses),Rabi,2017,30968,28869,24.4,38.61
Assam,Peas & beans (Pulses),Rabi,2018,29860,27965,24.84,38.61
Assam,Peas & beans (Pulses),Rabi,2019,27891,26081,27.95,38.61
Assam,Potato,Whole Year,1997,75259,671871,173.91,303.14
Assam,Potato,Whole Year,1998,76958,611077,166.3,303.14
Assam,Potato,Whole Year,1999,76748,699744,185.44,303.14
Assam,Potato,Whole Year,2000,80504,668457,171.57,303.14
Assam,Potato,Whole Year,2001,80056,620571,169.07,303.14
Assam,Potato,Whole Year,2002,75486,589916,174.04,303.14
Assam,Potato,Whole Year,2003,77894,543070,148.84,303.14
Assam,Potato,Whole Year,2004,73104,589070,172.1,303.14
Assam,Potato,Whole Year,2005,69638,353696,143.81,355.86
Assam,Potato,Whole Year,2006,77712,504557,179.75,355.86
Assam,Potato,Whole Year,2007,75197,520831,177.24,355.86
Assam,Potato,Whole Year,2008,78317,515740,175.5,355.86
Assam,Potato,Whole Year,2009,82629,600153,193.42,355.86
Assam,Potato,Whole Year,2010,85023,657627,208.04,355.86
Assam,Potato,Whole Year,2011,97816,682597,189.97,355.86
Assam,Potato,Whole Year,2012,95436,708632,191.85,355.86
Assam,Potato,Whole Year,2013,97956,700144,195.97,355.86
Assam,Potato,Whole Year,2014,104521,783768,206.65,355.86
Assam,Potato,Whole Year,2015,103812,694002,175.04,355.86
Assam,Potato,Whole Year,2016,106437,777829,195.98,355.86
Assam,Potato,Whole Year,2017,102868,720968,192.76,355.86
Assam,Potato,Whole Year,2018,103205,773481,202.82,355.86
Assam,Potato,Whole Year,2019,104750,756222,197.2,355.86
Assam,Rapeseed &Mustard,Rabi,1997,279292,154772,12.76,19.09
Assam,Rapeseed &Mustard,Rabi,1998,288829,135631,10.89,19.09
Assam,Rapeseed &Mustard,Rabi,1999,286241,129425,11.03,19.09
Assam,Rapeseed &Mustard,Rabi,2000,274459,141231,11.48,19.09
Assam,Rapeseed &Mustard,Rabi,2001,272323,137056,11.02,19.09
Assam,Rapeseed &Mustard,Rabi,2002,261309,129784,10.86,19.09
Assam,Rapeseed &Mustard,Rabi,2003,264103,138296,11.94,19.09
Assam,Rapeseed &Mustard,Rabi,2004,244948,129395,11.84,19.09
Assam,Rapeseed &Mustard,Rabi,2005,212471,96992,12.67,22.41
Assam,Rapeseed &Mustard,Rabi,2006,238426,115874,13.36,22.41
Assam,Rapeseed &Mustard,Rabi,2007,234804,122897,13.6,22.41
Assam,Rapeseed &Mustard,Rabi,2008,226385,124688,14.07,22.41
Assam,Rapeseed &Mustard,Rabi,2009,248700,131493,13.85,22.41
Assam,Rapeseed &Mustard,Rabi,2010,243815,142661,14.28,22.41
Assam,Rapeseed &Mustard,Rabi,2011,247949,138647,14.55,22.41
Assam,Rapeseed &Mustard,Rabi,2012,279496,170382,15.25,22.41
Assam,Rapeseed &Mustard,Rabi,2013,279186,168977,15.56,22.41
Assam,Rapeseed &Mustard,Rabi,2014,281006,187522,17.12,22.41
Assam,Rapeseed &Mustard,Rabi,2015,285677,199501,17.49,22.41
Assam,Rapeseed &Mustard,Rabi,2016,294018,189233,16.83,22.41
Assam,Rapeseed &Mustard,Rabi,2017,290285,185564,17.19,22.41
Assam,Rapeseed &Mustard,Rabi,2018,285736,183665,17.28,22.41
Assam,Rapeseed &Mustard,Rabi,2019,287447,177226,15.76,22.41
Assam,Rice,Autumn,1997,607358,398311,17.96,48.3
Assam,Rice,Autumn,1998,594979,520605,24.28,48.3
Assam,Rice,Autumn,1999,557220,514156,25.18,48.3
Assam,Rice,Autumn,2000,539665,557764,27.55,48.3
Assam,Rice,Autumn,2001,495698,487719,25.77,48.3
Assam,Rice,Autumn,2002,464497,444884,24.76,48.3
Assam,Rice,Autumn,2003,441143,430374,25.73,48.3
Assam,Rice,Autumn,2004,436244,286330,18.45,48.3
Assam,Rice,Autumn,2005,398316,398077,30.57,56.7
Assam,Rice,Autumn,2006,379441,335708,27.76,56.7
Assam,Rice,Autumn,2007,354115,347992,29.23,56.7
Assam,Rice,Autumn,2008,350649,374010,30.18,56.7
Assam,Rice,Autumn,2009,340830,334655,28.91,56.7
Assam,Rice,Autumn,2010,307988,355825,34.36,56.7
Assam,Rice,Autumn,2011,276486,338015,34.25,56.7
Assam,Rice,Autumn,2012,238178,308745,34.87,56.7
Assam,Rice,Autumn,2013,223332,294440,37.43,56.7
Assam,Rice,Autumn,2014,196188,280693,41.35,56.7
Assam,Rice,Autumn,2015,191322,256729,37.77,56.7
